Reported_Date,City,is_newyork,Population,Data Source,New_Cases,mavg_7day_new_cases,new_cases_per_100K,mavg_7day_per_100k_new_cases,daily_temp,daily_humidity,mavg_7_temp,mavg_7_humidity,mavg_15_temp,mavg_15_humidity
1/1/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1326,3802,7.05,20.22,2.32,63.12,3.54,64.65,2.53,68.49
1/2/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4195,3909,22.31,20.79,5.13,82.89,2.06,60.89,2.83,66.79
1/3/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3449,3989,18.34,21.21,2.58,78.44,3.03,63.76,3.34,67.64
1/4/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',6578,4160,34.98,22.12,3.12,82.76,3.6,66.32,3.75,68.47
1/5/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',6143,4293,32.67,22.83,3.55,73.04,3.41,68.71,3.96,69.32
1/6/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5666,4392,30.13,23.36,3.07,65.96,3.34,72.3,3.96,68.8
1/7/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5409,4681,28.77,24.89,2.03,57.33,3.71,74.28,3.87,68.31
1/8/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5299,5248,28.18,27.91,0.2,64.38,3.11,71.93,3.71,68.78
1/9/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3691,5176,19.63,27.53,-0.53,57.38,2.81,72.11,3.12,68.03
1/10/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3199,5141,17.01,27.34,1.39,51.79,2,68.47,2.24,65.89
1/11/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5898,5044,31.37,26.82,0.34,61.71,1.83,64.66,2.44,65.16
1/12/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5224,4912,27.78,26.12,2.36,63.29,1.44,61.66,2.56,65.24
1/13/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5166,4841,27.47,25.74,3,61.62,1.27,60.26,2.42,65.06
1/14/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5252,4818,27.93,25.62,4.76,63.33,1.26,59.64,2.35,65.97
1/15/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4797,4747,25.51,25.24,4.72,77.12,1.65,60.5,2.64,66.72
1/16/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3479,4716,18.5,25.08,6.64,84.42,2.29,62.32,2.54,66.94
1/17/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2903,4674,15.44,24.86,3.97,60.62,3.32,66.18,2.82,68.36
1/18/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4631,4493,24.63,23.89,5.03,58.21,3.68,67.44,2.75,66.88
1/19/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5133,4480,27.3,23.82,3.18,59.5,4.35,66.94,2.91,65.53
1/20/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4910,4444,26.11,23.63,2.21,57.96,4.47,66.4,2.91,63.98
1/21/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4921,4396,26.17,23.38,0.03,55,4.36,65.88,2.82,62.97
1/22/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4698,4382,24.98,23.3,3.99,54.17,3.68,64.69,2.62,62.24
1/23/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3279,4354,17.44,23.15,0.17,44.25,3.58,61.41,2.75,62.03
1/24/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2846,4345,15.14,23.11,-3.07,43.88,2.65,55.67,2.75,60.69
1/25/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5659,4492,30.09,23.89,-1.26,49.04,1.65,53.28,2.58,59.79
1/26/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4702,4431,25.01,23.56,0.63,63.72,0.75,51.97,2.4,59.61
1/27/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4787,4413,25.46,23.47,1.47,80.65,0.39,52.57,2.42,59.74
1/28/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4677,4378,24.87,23.28,-0.8,54.5,0.28,55.82,2.36,60.9
1/29/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3679,4233,19.56,22.51,-6.02,45.96,0.16,55.74,2.11,60.42
1/30/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2858,4173,15.2,22.19,-5.49,51.33,-1.27,54.57,1.39,59.27
1/31/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2890,4179,15.37,22.22,-4.61,58.5,-2.08,55.58,0.71,57.55
2/1/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',977,3510,5.2,18.67,-2.66,89.17,-2.3,57.67,-0.04,55.82
2/2/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2665,3219,14.17,17.12,-0.06,87.5,-2.5,63.4,-0.48,57.72
2/3/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5139,3269,27.33,17.38,0.11,77.8,-2.6,66.8,-0.82,59.68
2/4/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4861,3296,25.85,17.53,1.36,56,-2.79,66.39,-1.02,60.9
2/5/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4159,3364,22.12,17.89,3.48,66.75,-2.48,66.61,-1.08,60.76
2/6/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3084,3396,16.4,18.06,3.4,49.38,-1.12,69.58,-0.85,61.55
2/7/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1650,3219,8.77,17.12,0.61,75.43,0.15,69.3,-0.89,61.23
2/8/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4437,3714,23.6,19.75,-4.33,64.46,0.89,71.72,-0.86,63.31
2/9/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3733,3866,19.85,20.56,-1.95,74.61,0.65,68.19,-0.94,64.68
2/10/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3778,3672,20.09,19.53,-1.91,65.83,0.38,66.35,-0.99,66.38
2/11/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3422,3466,18.2,18.43,-1.68,72.71,0.09,64.64,-1.16,66.52
2/12/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3322,3347,17.67,17.8,-3.39,49.58,-0.34,67.02,-1.37,66
2/13/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2204,3221,11.72,17.13,-2.66,48.12,-1.32,64.57,-1.54,65.67
2/14/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1896,3256,10.08,17.32,-0.87,72.88,-2.19,64.39,-1.32,65.81
2/15/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2851,3029,15.16,16.11,0.64,70.76,-2.4,64.03,-1.01,67.25
2/16/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3723,3028,19.8,16.1,3.61,87.5,-1.69,64.93,-0.66,68.07
2/17/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3440,2980,18.29,15.85,-1.1,46.33,-0.89,66.77,-0.24,67.95
2/18/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2045,2783,10.88,14.8,-2.61,71.16,-0.78,63.98,-0.31,65.21
2/19/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3023,2740,16.08,14.57,-1.53,89.57,-0.91,63.76,-0.49,64.77
2/20/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2497,2782,13.28,14.79,-0.32,69.26,-0.65,69.47,-0.69,67
2/21/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2281,2837,12.13,15.09,-1.58,55.17,-0.31,72.49,-0.94,67.17
2/22/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3620,2947,19.25,15.67,0.57,75.03,-0.41,69.96,-1.27,67.56
2/23/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3475,2912,18.48,15.49,3.01,79.29,-0.42,70.57,-1.27,67.53
2/24/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3462,2915,18.41,15.5,6.46,55.33,-0.51,69.4,-0.78,68.52
2/25/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3483,3120,18.52,16.59,7.22,47.38,0.57,70.69,-0.22,67.23
2/26/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3245,3152,17.26,16.76,3.85,42.96,1.98,67.29,0.38,66
2/27/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2010,3082,10.69,16.39,5.77,81.87,2.74,60.63,0.75,64.02
2/28/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2038,3048,10.84,16.21,5.27,76.46,3.61,62.43,1.36,66.17
3/1/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3729,3063,19.83,16.29,5.75,87.35,4.59,65.47,1.89,68.06
3/2/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3113,3011,16.55,16.01,-1.08,37,5.33,67.23,2.33,69.03
3/3/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3243,2980,17.25,15.85,3.25,43.46,4.75,61.19,2.22,66.78
3/4/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3122,2929,16.6,15.58,5.12,47.96,4.29,59.5,2.2,63.84
3/5/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2888,2878,15.36,15.31,-1.19,37.75,3.99,59.58,2.61,63.95
3/6/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2048,2883,10.89,15.33,0.58,41.88,3.27,58.84,2.7,61.72
3/7/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1878,2860,9.99,15.21,0.34,45.5,2.53,53.12,2.85,58.54
3/8/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3401,2813,18.09,14.96,0.89,40.75,1.82,48.7,2.89,56.96
3/9/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3333,2845,17.72,15.13,8.45,37.83,1.13,42.04,3.05,56
3/10/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3204,2839,17.04,15.1,7.91,52.5,2.49,42.16,3.58,53.52
3/11/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3101,2836,16.49,15.08,10.96,69.5,3.16,43.45,3.91,51.73
3/12/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3207,2882,17.05,15.33,15.85,40.42,3.99,46.53,4.21,52.68
3/13/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2173,2900,11.56,15.42,7.51,29.21,6.43,46.91,4.78,52.21
3/14/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1917,2905,10.19,15.45,7.32,31.75,7.42,45.1,5.03,51.3
3/15/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3397,2905,18.07,15.45,-0.29,28.38,8.41,43.14,5.13,47.95
3/16/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3196,2885,17,15.34,0.27,39.29,8.24,41.37,4.76,44.75
3/17/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3176,2881,16.89,15.32,3.71,76.42,7.08,41.58,4.39,41.55
3/18/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2917,2855,15.51,15.18,6.6,88.27,6.48,45,4.71,44.17
3/19/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3049,2832,16.21,15.06,3.71,52.12,5.85,47.68,4.94,47.16
3/20/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2159,2830,11.48,15.05,5.75,36.96,4.12,49.35,4.84,47.44
3/21/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2081,2854,11.07,15.18,9.19,46.88,3.87,50.46,5.3,47.39
3/22/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3857,2919,20.51,15.52,9.2,58.67,4.13,52.62,5.88,47.72
3/23/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3227,2924,17.16,15.55,9.88,72,5.49,56.94,6.47,48.6
3/24/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3451,2963,18.35,15.76,10.56,81.93,6.86,61.62,7.07,50.68
3/25/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3762,3084,20.01,16.4,12.62,92.54,7.84,62.4,7.21,53.62
3/26/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3407,3135,18.12,16.67,16.1,74.96,8.7,63.01,7.52,56.29
3/27/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2209,3142,11.75,16.71,14.11,51.17,10.47,66.28,7.87,56.65
3/28/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1741,3093,9.26,16.45,11.82,81.44,11.67,68.31,7.75,57.37
3/29/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3533,3047,18.79,16.2,10.64,50.28,12.04,73.24,8.04,60.85
3/30/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3169,3039,16.85,16.16,9.76,42.79,12.25,72.05,8.26,62.09
3/31/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3175,2999,16.88,15.95,12.12,78.17,12.23,67.87,8.93,63.05
4/1/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2856,2870,15.19,15.26,9.49,76.26,12.45,67.34,9.72,65.64
4/2/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2622,2758,13.94,14.67,1.87,43.96,12.01,65.01,10.1,65.63
4/3/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2045,2734,10.88,14.54,4.27,33.38,9.97,60.58,9.79,62.68
4/4/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1469,2696,7.81,14.34,10.25,42.83,8.57,58.04,9.83,61.43
4/5/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3274,2659,17.41,14.14,13.66,33.42,8.34,52.52,10.13,61.82
4/6/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3005,2635,15.98,14.01,13.97,27.42,8.77,50.12,10.42,60.92
4/7/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2762,2576,14.69,13.7,14.56,37.38,9.38,47.92,10.74,58.84
4/8/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2568,2535,13.66,13.48,13.51,55.46,9.72,42.09,11.05,56.53
4/9/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2468,2513,13.12,13.36,10.98,74.21,10.3,39.12,11.25,54.76
4/10/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1724,2467,9.17,13.12,12.67,82.96,11.6,43.44,11.14,53.54
4/11/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1312,2445,6.98,13,12.63,94.64,12.8,50.53,10.91,54.08
4/12/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2533,2339,13.47,12.44,8.41,86.74,13.14,57.93,10.81,56.97
4/13/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2360,2247,12.55,11.95,10.61,71.24,12.39,65.54,10.59,57.33
4/14/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2245,2173,11.94,11.56,13.59,66.62,11.91,71.8,10.58,58.72
4/15/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2017,2094,10.73,11.14,12.46,86.12,11.77,75.98,10.84,60.31
4/16/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1838,2004,9.77,10.66,8.1,72.21,11.62,80.36,10.86,60.84
4/17/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1270,1939,6.75,10.31,8.93,63.29,11.21,80.08,10.77,60.57
4/18/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1054,1902,5.61,10.11,12.01,54.04,10.68,77.27,11.24,61.86
4/19/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1886,1810,10.03,9.63,13.73,53.71,10.59,71.47,11.76,63.24
4/20/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1596,1701,8.49,9.05,15.45,55.83,11.35,66.75,11.99,63.96
4/21/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1416,1582,7.53,8.41,14.39,54.62,12.04,64.55,12.11,65.46
4/22/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1359,1488,7.23,7.91,5.29,42.92,12.15,62.83,12.14,67.27
4/23/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1290,1410,6.86,7.5,9.34,36.62,11.13,56.66,11.52,67.64
4/24/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',850,1350,4.52,7.18,14.92,39.21,11.31,51.58,11.24,66.38
4/25/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',754,1307,4.01,6.95,12.86,66.88,12.16,48.14,11.5,64.05
4/26/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1363,1233,7.25,6.56,11.23,41.5,12.28,49.97,11.51,62.98
4/27/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1135,1167,6.04,6.21,12,33.42,11.93,48.23,11.42,59.44
4/28/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1210,1137,6.43,6.05,16.78,62.25,11.43,45.02,11.66,55.88
4/29/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1051,1093,5.59,5.81,18.7,69.62,11.77,46.11,12.07,55.28
4/30/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',956,1046,5.08,5.56,18.32,58.08,13.69,49.93,12.41,55.48
5/1/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',554,1003,2.95,5.33,11.12,41.96,14.97,52.99,12.8,53.61
5/2/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',551,974,2.93,5.18,18.01,37.75,14.43,53.39,13,51.6
5/3/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',906,909,4.82,4.83,17.07,61.46,15.17,49.23,13.61,49.89
5/4/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',853,869,4.54,4.62,14.5,83.85,16,52.08,13.95,50.39
5/5/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',759,804,4.04,4.28,12.8,91.19,16.36,59.28,14,52.4
5/6/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',755,762,4.02,4.05,13.95,55.04,15.79,63.42,13.82,54.76
5/7/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',691,724,3.67,3.85,14.04,44.88,15.11,61.33,13.79,54.78
5/8/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',372,698,1.98,3.71,10.85,68.08,14.5,59.45,14.38,54.91
5/9/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',325,666,1.73,3.54,10.78,69.56,14.46,63.18,14.48,57.01
5/10/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',640,628,3.4,3.34,10.95,78.46,13.43,67.72,14.2,59.03
5/11/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',613,594,3.26,3.16,13.81,49.54,12.55,70.15,14.07,59.81
5/12/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',573,567,3.05,3.02,13.66,40.71,12.45,65.25,14.25,60.34
5/13/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',491,529,2.61,2.81,15.82,36.17,12.58,58.04,14.36,60.83
5/14/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',463,497,2.46,2.64,17.38,38.46,12.84,55.34,14.29,59.09
5/15/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',278,483,1.48,2.57,18.58,39.08,13.32,54.43,14.2,57.01
5/16/2021,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',269,475,1.43,2.53,18.64,41.83,14.43,50.28,14.22,55.75
2/29/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,0,0,0,20.47,85.96,20.22,83.51,22.21,80.34
3/1/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,0,0,0,19.5,85.5,20.37,83.58,22.16,80.81
3/2/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,0,0,0,19.61,85.81,20.49,84.47,21.9,81.65
3/3/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,0,0,0,19.17,85.53,20.32,85.33,21.61,82.19
3/4/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1,0,0.01,0,19.61,79.08,19.79,85.83,21.24,82.76
3/5/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3,1,0.03,0.01,19.74,75.79,19.37,84.52,20.83,83
3/6/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,1,0,0.01,19.97,69.75,19.52,82.87,20.46,82.96
3/7/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',6,1,0.05,0.01,19.99,72.12,19.72,81.06,20.13,82.47
3/8/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3,2,0.03,0.02,20.08,83.69,19.66,79.08,19.98,81.61
3/9/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,2,0,0.02,21.9,75.79,19.74,78.82,20.02,81.49
3/10/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3,2,0.03,0.02,22.66,72.5,20.07,77.39,20.23,81.26
3/11/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',11,4,0.09,0.03,22.58,74.29,20.56,75.53,20.36,80.77
3/12/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',15,5,0.13,0.04,22.61,71.46,20.99,74.85,20.34,80.26
3/13/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,5,0,0.04,22.58,72.92,21.4,74.23,20.34,79.13
3/14/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',18,7,0.15,0.06,23.65,70.92,21.77,74.68,20.6,78.17
